4.754228460468608830e+01,3.445771539531396854e+01
8.199943839078888175e+01,7.200056160921097614e+01
6.112071349508253348e+01,4.087928650491738836e+01
2.982584608051841357e+01,1.417415391948162373e+01
1.982482471935333379e+01,1.917517528064659160e+01
3.151871996424235789e+01,1.948128003575763145e+01
5.226567683744943338e+01,7.734323162550568398e+00
3.943093872947573431e+01,9.569061270524219509e+00
1.269636989413948314e+01,1.303630105860483113e+00
1.289644873041462070e+01,5.103551269585353545e+00
3.003715896094671933e+01,6.962841039053278003e+00
2.294173679179944614e+01,4.058263208200560967e+00
4.953600356830450835e+01,2.646399643169543481e+01
5.447441052558573915e+01,4.052558947441426085e+01
7.218298265250513168e+01,5.981701734749481858e+01
7.927862099708956123e+01,5.472137900291035351e+01
4.904073245538407377e+01,3.795926754461579833e+01
5.613780899785155754e+01,2.386219100214835365e+01
5.229328866406421383e+01,1.970671133593580393e+01
1.153044741465058820e+02,3.769552585349416773e+01
1.166966929289613830e+02,3.030330707103845356e+01
1.183822540438971913e+02,3.661774595610295790e+01
1.149258353598493869e+02,4.707416464015080493e+01
1.271652017589071875e+02,4.583479824109272727e+01
1.041033255888867615e+02,4.289667441111337354e+01
1.100059536054439917e+02,4.599404639455609356e+01
6.874297439773685880e+01,2.625702560226301330e+01
5.463255986285982146e+01,3.136744013714022472e+01
4.243246157382287720e+01,3.156753842617712635e+01
1.857817199587613999e+01,1.342182800412388666e+01
1.562055499124336144e+01,1.237944500875669718e+01
2.963849940611604339e+01,1.936150059388400990e+01
9.340791099405931774e+00,4.659208900594100200e+00
1.702705438599283028e+01,1.097294561400714308e+01
2.188646899585389960e+01,1.211353100414606843e+01
2.300985810446927005e+01,1.399014189553072463e+01
1.871111060506976997e+01,1.128888939493019450e+01
2.355704558809286553e+01,1.544295441190705276e+01
2.941233755652907078e+01,7.587662443470991391e+00
5.089432844158115365e+00,5.910567155841863318e+00
4.852076713436344590e+01,2.847923286563644751e+01
5.809670990856116646e+01,1.490329009143889571e+01
5.904804645842598632e+01,1.895195354157398526e+01
4.322616435694541082e+01,1.177383564305456609e+01
4.182681111583659117e+01,1.417318888416339817e+01
4.659503110774790002e+01,1.240496889225202359e+01
4.145291230425512907e+01,1.054708769574484784e+01
4.034612656881984094e+01,6.653873431180124420e+00
1.999993205519981387e+00,6.794480013074255294e-06
2.006340153395583137e+00,9.936598466044108680e-01
3.007764831488406898e+00,2.992235168511598431e+00
1.644646084546788245e+01,2.155353915453214597e+01
3.402617437282030011e+01,4.097382562717975674e+01
5.873843672296060703e+01,4.626156327703943560e+01
8.271421164811674487e+01,7.728578835188334040e+01
1.640479018991407827e+02,8.995209810085917468e+01
9.890027938669882701e+01,6.309972061330089588e+01
3.301654245836904806e+02,1.508345754163094057e+02
2.386279493863771677e+02,1.093720506136227897e+02
3.304574072756126384e+02,1.415425927243876458e+02
3.377056017605948455e+02,1.472943982394048987e+02
3.214329858133137350e+02,1.545670141866864071e+02
