5.731761649034786643e+01,2.468238350965213712e+01
9.208053670186052386e+01,6.191946329813946903e+01
4.747930847674223998e+01,5.452069152325777424e+01
1.503524306495082996e+01,2.896475693504914162e+01
1.253998641453611285e+01,2.646001358546393334e+01
2.379935506229364961e+01,2.720064493770638236e+01
1.587871171366908563e+01,4.412128828633093747e+01
1.192036289365161750e+01,3.707963710634840027e+01
6.535219387955847559e+00,7.464780612044167540e+00
8.169433553060493125e+00,9.830566446939458913e+00
1.452783376010127014e+01,2.247216623989872630e+01
1.080540029556020443e+01,1.619459970443979913e+01
3.084036158089070412e+01,4.515963841910927812e+01
6.137123272021040776e+01,3.362876727978968461e+01
9.790500424250218714e+01,3.409499575749781997e+01
1.014730783657155513e+02,3.252692163428455530e+01
5.424161342069488256e+01,3.275838657930514586e+01
5.030933577276011448e+01,2.969066422723993881e+01
4.679747271425490851e+01,2.520252728574512346e+01
7.197716421901542105e+01,8.102283578098465000e+01
6.807918948709303208e+01,7.892081051290709581e+01
6.740630077262940745e+01,8.759369922737081993e+01
6.171638136834603472e+01,1.002836186316539795e+02
6.288681603242321216e+01,1.101131839675768020e+02
5.157100143442107765e+01,9.542899856557900762e+01
5.417959597209841149e+01,1.018204040279016169e+02
3.746585988722140570e+01,5.753414011277857298e+01
4.267530174853289537e+01,4.332469825146705489e+01
3.746526244765993852e+01,3.653473755234004017e+01
2.641812806783568490e+01,5.581871932164319539e+00
2.289959921362544293e+01,5.100400786374534867e+00
3.121130878313023871e+01,1.778869121686975063e+01
6.914909974779105184e+00,7.085090025220889487e+00
1.776727331092370932e+01,1.023272668907626581e+01
1.980068092609973718e+01,1.419931907390025394e+01
2.186276217853594872e+01,1.513723782146405838e+01
1.664456965362486685e+01,1.335543034637515269e+01
2.339688962598224009e+01,1.560311037401779899e+01
2.478105154599823479e+01,1.221894845400168705e+01
6.488366897751794760e+00,4.511633102248194582e+00
1.843084065318270959e+01,5.856915934681732949e+01
1.539055252279427144e+01,5.760944747720572678e+01
2.182589462780964240e+01,5.617410537219043221e+01
7.902208921711554090e+00,4.709779107828842371e+01
7.658830689681205506e+00,4.834116931031876874e+01
7.645027225311786800e+00,5.135497277468813593e+01
8.181481747446197161e+00,4.381851825255385080e+01
7.406699852783192206e+00,3.959330014721676605e+01
1.978743406564121621e+00,2.125659343587406325e-02
1.994247698707484195e+00,1.005752301292516249e+00
3.987751801838082866e+00,2.012248198161927348e+00
2.368367941284212108e+01,1.431632058715794109e+01
5.291604733488702550e+01,2.208395266511306332e+01
6.885887142994134535e+01,3.614112857005876833e+01
8.157923882808947269e+01,7.842076117191051310e+01
9.602263474140779920e+01,1.579773652585923003e+02
6.238013599385509877e+01,9.961986400614502202e+01
1.253782783413842310e+02,3.556217216586159111e+02
9.940115800685781267e+01,2.485988419931423437e+02
1.303085869103574339e+02,3.416914130896425377e+02
1.239190058722823409e+02,3.610809941277173607e+02
1.105088348978523811e+02,3.654911651021477610e+02
